place_id,name,latitude,longitude,address,street,house_number,postal_code,locality,province,country,city,city_out_of_area,rating,review_count,has_rating,low_review,primary_type,types,category_tier,is_dining,is_operational,business_status,photo_count,price_level,has_website,has_phone,website,phone,flags
ChIJGwWk22rBhkcRiF_nTusneyk,Ristorante Pizzeria Al Mercante in Fiera,45.4783007,9.1626472,"Via Francesco Ferrucci, 11, 20145 Milano MI, Italy",Via Francesco Ferrucci,11,20145,Milano,MI,Italy,Milano,0,4.2,374,1,0,restaurant,"['restaurant', 'pizza_restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,almercanteinfiera.eatbu.com/?lang=it,+3902317128,[]
ChIJGwi_zH_phkcRuVHnkJm2Uyg,Mordi e Fuggi Da Bibo,45.451195999999996,9.0703437,"Via Antonio Mosca, 181, 20152 Milano MI, Italy",Via Antonio Mosca,181,20152,Milano,MI,Italy,Milano,0,4.6,172,1,0,pizza_restaurant,"['pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,,0,1,,+390239431915,[]
ChIJGwnXVQDDhkcRUjJ_9hDc_4s,Il mio cuore,45.441033499999996,9.1299415,"Via Lodovico Il Moro, 159, 20142 Milano MI, Italy",Via Lodovico Il Moro,159,20142,,MI,Italy,Milano,0,5.0,3,1,1,bakery,"['bakery', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,0,,0,0,,,['low_review']
ChIJGwo4IqbIhkcRZQo4AGL7YNU,Espressamente Illy,45.4606651,9.2791791,"Viale Enrico Forlanini, 20054 Segrate MI, Italy",Viale Enrico Forlanini,,20054,Segrate,MI,Italy,Segrate,0,2.1,82,1,0,cafe,"['cafe', 'point_of_interest', 'food', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,0,illy.com,,[]
ChIJGwubiAnDhkcRMoz2JjN-cPc,Cafè Lab Torre Nuvolari,45.442858799999996,9.167201799999999,"Largo Tazio Nuvolari, 1, 20142 Milano MI, Italy",Largo Tazio Nuvolari,1,20142,Milano,MI,Italy,Milano,0,4.2,11,1,0,bar,"['bar', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,5,,1,1,idealab.milano.it,+393759922282,[]
ChIJGx0l3SrHhkcRGLndFr5nnlY,Alibaba Pizza & Grill indian Restaurant,45.481977300000004,9.2066572,"Via Luigi Settembrini, 28, 20124 Milano MI, Italy",Via Luigi Settembrini,28,20124,Milano,MI,Italy,Milano,0,3.8,50,1,0,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,,0,1,,+393295565188,[]
ChIJGxl1qOTChkcRWB21-7MbmkE,Milano Senza Glutine,45.4161141,9.1159334,"Via della Resistenza, 121, 20090 Buccinasco MI, Italy",Via della Resistenza,121,20090,Buccinasco,MI,Italy,Buccinasco,0,4.4,159,1,0,grocery_store,"['grocery_store', 'bakery', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",non_dining,0,1,OPERATIONAL,10,,1,1,milanosenzaglutine.it/negozi/buccinasco,+390245716212,['non_dining']
ChIJGxmgHF3FhkcRYtAzE9vnd9k,Bertin Fabio,45.39461,9.2446,"Via della Vittoria, 4, 20098 Sesto Ulteriano MI, Italy",Via della Vittoria,4,20098,Sesto Ulteriano,MI,Italy,Sesto Ulteriano,0,4.9,33,1,0,food_store,"['food_store', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",non_dining,0,1,OPERATIONAL,10,,0,1,,+390246514916,['non_dining']
ChIJGxtqn2rqhkcR_Zbocs6VBG0,Park Expo,45.399587499999996,9.147216,"Strada 2, 8, 20057 Milano MI, Italy",Strada 2,8,20057,Milano,MI,Italy,Milano,0,1.0,1,1,1,bar,"['bar', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,0,CLOSED_TEMPORARILY,0,,0,0,,,"['not_operational', 'low_review']"
ChIJGy4fyyHFhkcR1xSzKswaOiU,Caffè Picchio,45.4401842,9.1997163,"Via Giuseppe Ripamonti, 106, 20141 Milano MI, Italy",Via Giuseppe Ripamonti,106,20141,Milano,MI,Italy,Milano,0,4.1,37,1,0,bar,"['bar', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,5,,0,0,,,[]
ChIJGy68cwDFhkcRxff_2q6ufdQ,WEI Ramen Dim Sum,45.4432081,9.2179209,"Via ponti della priula 2, C.so Lodi, 91, 20139 Milano MI, Italy",Corso Lodi,91,20139,Milano,MI,Italy,Milano,0,4.5,147,1,0,ramen_restaurant,"['ramen_restaurant', 'japanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,,1,1,weiramen.it,+390223187476,[]
ChIJGy6hlyvBhkcRtZgRt-88qK4,Surlì,45.4867736,9.1644714,"Via Losanna, 29, 20154 Milano MI, Italy",Via Losanna,29,20154,Milano,MI,Italy,Milano,0,4.4,247,1,0,wine_bar,"['wine_bar', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,surli.it,+390222222367,[]
ChIJGyDy1RzHhkcRGaEo0YssmZM,云炉烤肉 NUVOGRILL BBQ,45.4847821,9.210418599999999,"Via Giovanni Battista Pergolesi, 21, 20124 Milano MI, Italy",Via Giovanni Battista Pergolesi,21,20124,Milano,MI,Italy,Milano,0,4.7,280,1,0,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,,1,1,nuvogrillmilano.com,+393348753674,[]
ChIJGyJ4K6HHhkcRiNI9Z45zMeY,Hamilton Plaza,45.5051444,9.2468827,"Via Privata Flumendosa, 34, 20132 Milano MI, Italy",Via Privata Flumendosa,34,20132,Milano,MI,Italy,Milano,0,4.4,18,1,0,bar,"['bar', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,0,PRICE_LEVEL_INEXPENSIVE,0,1,,+393498088423,[]
ChIJGyaVGf7DhkcRjE9480grNWM,Natural Bakery - Damiani,45.45845010000001,9.1771148,"Corso Genova, 4, 20123 Milano MI, Italy",Corso Genova,4,20123,Milano,MI,Italy,Milano,0,4.1,29,1,0,bakery,"['bakery', 'candy_store', 'meal_takeaway', 'confectionery', 'deli', 'food_store', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,2,,0,1,,+390289406074,[]
ChIJGz3FpGbDhkcRwJgvGeGO2Wc,Bar Enrico & Tabacchi,45.438178300000004,9.0909573,"Via B. Cellini, 23, 20090 Cesano Boscone MI, Italy",Via B. Cellini,23,20090,Cesano Boscone,MI,Italy,Cesano Boscone,0,4.3,47,1,0,bar,"['bar', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,1,,0,1,,+39024582221,[]
ChIJGz66_ZPDhkcRfbGnlcXUR9w,Mara Pizza & Sfizi Pizza Da Asporto,45.436935899999995,9.1578869,"Viale Famagosta, 20, 20142 Milano MI, Italy",Viale Famagosta,20,20142,Milano,MI,Italy,Milano,0,4.6,25,1,0,pizza_restaurant,"['pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,6,,0,1,,+393482837510,[]
ChIJGz7e1kHAhkcRufoHZH8z_J8,Bar Caffetteria,45.5191832,9.1349586,"Via Val Trompia, 49, 20157 Milano MI, Italy",Via Val Trompia,49,20157,Milano,MI,Italy,Milano,0,4.6,5,1,1,bar,"['bar', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,0,,0,0,,,['low_review']
ChIJGzC24XjBhkcRUD4w2zMPYN4,Ristorante sushi KOI,45.4685086,9.1406382,"Via Saverio Altamura, 7, 20148 Milano MI, Italy",Via Saverio Altamura,7,20148,Milano,MI,Italy,Milano,0,4.1,330,1,0,japanese_restaurant,"['japanese_restaurant', 'sushi_restaurant', 'chinese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_INEXPENSIVE,1,1,sushikoi.it/m/index.php,+390223054575,[]
ChIJGzC55J3HhkcR_tpZUNekr0c,Osteria Isola,45.4883533,9.1917697,"Via Spalato, 14, 20124 Milano MI, Italy",Via Spalato,14,20124,Milano,MI,Italy,Milano,0,4.0,658,1,0,restaurant,"['restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,social.quandoo.com/en/groups/osteria-isola-105141,+390236539573,[]
ChIJGzzucLTBhkcRyjSlMDPtiP4,Sandro caffè & more,45.4902687,9.1485457,"Via Marco Ulpio Traiano, 64, 20149 Milano MI, Italy",Via Marco Ulpio Traiano,64,20149,Milano,MI,Italy,Milano,0,4.8,72,1,0,coffee_shop,"['coworking_space', 'coffee_shop', 'food_store', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,,0,0,,,[]
ChIJH-39fafDhkcRB9fi9EbS8AU,Primavera 2 Di Romano,45.4312496,9.118274699999999,"Via Petrarca, 10, 20090 Buccinasco MI, Italy",Via Petrarca,10,20090,Buccinasco,MI,Italy,Buccinasco,0,3.9,29,1,0,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,0,CLOSED_TEMPORARILY,10,,0,1,,+393897943150,['not_operational']
ChIJH-8Ax4rGhkcR6D2oP_gf3W4,Pizzeria Viva Italia,45.472851899999995,9.2314674,"Via Vigilio Inama, 5, 20133 Milano MI, Italy",Via Vigilio Inama,5,20133,Milano,MI,Italy,Milano,0,4.4,229,1,0,pizza_restaurant,"['pizza_restaurant', 'kebab_shop', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_INEXPENSIVE,0,1,,+390273954336,[]
ChIJH-Xy-UHAhkcRGfUYIrnybQM,Edoardo Sas Di Di Vincenzo Addolorata & C.,45.5186796,9.1372486,"Via Carlo Amoretti, 8, 20157 Milano MI, Italy",Via Carlo Amoretti,8,20157,Milano,MI,Italy,Milano,0,3.0,1,1,1,bar,"['bar', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,0,,0,1,,+390239005323,['low_review']
ChIJH-n_FG7ChkcRptNshCP75Uk,Kebap Pizza (Forno A Legna ) Speci̇ali̇ta Turche,45.44088300000001,9.096131999999999,"Via Milano, 20, 20090 Cesano Boscone MI, Italy",Via Milano,20,20090,Cesano Boscone,MI,Italy,Cesano Boscone,0,3.9,87,1,0,pizza_delivery,"['pizza_delivery', 'pizza_restaurant', 'meal_delivery', 'meal_takeaway', 'food_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_INEXPENSIVE,0,1,,+393897808858,[]
ChIJH-o4VhDHhkcRYBE7krt4eVY,Pastry factory Vergani,45.504357299999995,9.2288879,"Via Privata Oristano, 5, 20100 Milano MI, Italy",Via Privata Oristano,5,20100,Milano,MI,Italy,Milano,0,4.0,76,1,0,pastry_shop,"['pastry_shop', 'bakery', 'dessert_shop', 'confectionery', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,,1,1,panettonevergani.com,+39022571069,[]
ChIJH0-d8EXBhkcRAyUGsWOibIw,Slice Milano,45.4768311,9.170026499999999,"Via Giovanni Gherardini, 2, 20145 Milano MI, Italy",Via Giovanni Gherardini,2,20145,Milano,MI,Italy,Milano,0,4.8,1716,1,0,pizza_restaurant,"['pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,slicemilano.it,+393331880274,[]
ChIJH0FJOYfFhkcRYSDXq5iHS54,Nonna Emilia,45.4199014,9.2606139,"Via Monte Bianco, 33, 20097 San Donato Milanese MI, Italy",Via Monte Bianco,33,20097,San Donato Milanese,MI,Italy,San Donato Milanese,0,4.5,5342,1,0,restaurant,"['restaurant', 'family_restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,nonnaemilia.it,+39025275176,[]
ChIJH0NDeUW_hkcRTFDuiMq_rVo,La Tana del Lupo Griglieria,45.54490620000001,9.197709999999999,"Via, Viale Achille Grandi, 20091 Bresso MI, Italy",Viale Achille Grandi,,20091,Bresso,MI,Italy,Bresso,0,4.0,576,1,0,steak_house,"['steak_house', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_INEXPENSIVE,1,1,latanadellupogriglieria.it/contatti.html,+393355459353,[]
ChIJH0TiCi3ohkcRw6rSMjJvFRc,Pasticceria Siro,45.4392299,9.1009008,"Via Enrico Fermi, 18, 20090 Cesano Boscone MI, Italy",Via Enrico Fermi,18,20090,Cesano Boscone,MI,Italy,Cesano Boscone,0,4.7,271,1,0,pastry_shop,"['pastry_shop', 'dessert_shop', 'bakery', 'confectionery', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,0,1,,+390248602542,[]
ChIJH0bh1BXBhkcRYhclyJXFVRk,La Parrilla mexicana milano,45.4851378,9.160939599999999,"Corso Sempione, 76, 20154 Milano MI, Italy",Corso Sempione,76,20154,Milano,MI,Italy,Milano,0,4.2,2627,1,0,mexican_restaurant,"['mexican_restaurant', 'cocktail_bar', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,parrillamexicana.it,+390233614449,[]
ChIJH0ew8BfBhkcRfh0kO9easIE,Pizzeria Five Star Milano,45.4879689,9.1672812,"Via Cenisio, 36, 20154 Milano MI, Italy",Via Cenisio,36,20154,Milano,MI,Italy,Milano,0,3.1,13,1,0,pizza_delivery,"['pizza_delivery', 'meal_delivery', 'food_delivery', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,9,,1,1,facebook.com/Pizzeria-Five-Star-1389193007774458,+390239461995,[]
ChIJH0mZCA7HhkcRc7KlElVANwA,Galaxy Cafe',45.5064929,9.2331313,"Via Asiago, 76, 20128 Milano MI, Italy",Via Asiago,76,20128,Milano,MI,Italy,Milano,0,3.5,2,1,1,bar,"['bar', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,1,,0,1,,+39022895772,['low_review']
ChIJH19l8_fChkcRyPbns3lxTBg,Panificio Bedon,45.425176099999995,9.1124566,"Via Palermo, 9, 20090 Buccinasco MI, Italy",Via Palermo,9,20090,Buccinasco,MI,Italy,Buccinasco,0,4.7,163,1,0,bakery,"['bakery', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,bedon.it,+393755969066,[]
ChIJH1CH7cDFhkcRnR8S0LgLUB0,Le Cinque Delizie Della Sicilia,45.4362938,9.2408944,"Via Bruno Cassinari, 20138 Milano MI, Italy",Via Bruno Cassinari,,20138,Milano,MI,Italy,Milano,0,4.3,390,1,0,cake_shop,"['cake_shop', 'bakery', 'food_store', 'store', 'manufacturer', 'wholesaler', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,facebook.com/le5deliziedellasicilia,+390283633313,[]
ChIJH1ROX27DhkcR2ie_f50DtAI,Pollo & Friends Assago Milanofiori,45.4037253,9.1523459,"V.le Milanofiori, 20057 Assago MI, Italy",Viale Milanofiori,,20057,Assago,MI,Italy,Assago,0,4.6,61,1,0,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,,1,1,polloefriends.it,+393316162663,[]
ChIJH1pQ2cvFhkcRr91QbZHz8TM,Cafè Lióra,45.4469016,9.211288399999999,"C.so Lodi, 47, 20139 Milano MI, Italy",Corso Lodi,47,20139,Milano,MI,Italy,Milano,0,5.0,31,1,0,bar,"['bar', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,,0,1,,+393793539108,[]
ChIJH2AVevvDhkcRMsvYqC1D9iQ,Pescherie Riunite - Colombo,45.4542462,9.1714129,"Corso Cristoforo Colombo, 11, 20144 Milano MI, Italy",Corso Cristoforo Colombo,11,20144,Milano,MI,Italy,Milano,0,4.4,1329,1,0,seafood_restaurant,"['seafood_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,pescherieriunite.it,+390258101669,[]
ChIJH2AW9b7DhkcRHjCqWlrrenY,"Gastronomia,Salumeria,Panetteria e Dolciumi",45.438770299999995,9.1493295,"Via Bari, 11, 20143 Milano MI, Italy",Via Bari,11,20143,Milano,MI,Italy,Milano,0,5.0,1,1,1,convenience_store,"['convenience_store', 'bakery', 'food_store', 'food', 'store', 'point_of_interest', 'establishment']",non_dining,0,1,OPERATIONAL,10,,0,1,,+393756173301,"['non_dining', 'low_review']"
ChIJH2GZkjvHhkcRwQ8FQtmhrfg,Ristorante Pasticceria Ward,45.480480799999995,9.2122297,"Via Federico Ozanam, 7, 20129 Milano MI, Italy",Via Federico Ozanam,7,20129,Milano,MI,Italy,Milano,0,5.0,588,1,0,middle_eastern_restaurant,"['middle_eastern_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_INEXPENSIVE,0,1,,+393516596295,[]
ChIJH2Lt3jPHhkcR2FBoQvh0fn8,Dream' Bar Poke,45.5077289,9.2033474,"Via Salvatore Pianell, 45, 20125 Milano MI, Italy",Via Salvatore Pianell,45,20125,Milano,MI,Italy,Milano,0,4.4,81,1,0,bistro,"['bistro', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_INEXPENSIVE,0,1,,+39366507227,[]
ChIJH2O9JTnBhkcR5eRmUl8i_Qg,Recreo Bar Sartoria,45.4808333,9.1719444,"Via Alfredo Albertini, 9, 20154 Milano MI, Italy",Via Alfredo Albertini,9,20154,Milano,MI,Italy,Milano,0,4.1,696,1,0,restaurant,"['restaurant', 'bistro', 'spanish_restaurant', 'cocktail_bar', 'food', 'bar', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,recreobarsartoria.it,+390239436034,[]
ChIJH2W4z0LChkcRcDmko8hKce0,L'Angolo del Pane e del Caffè,45.4367301,9.1068787,"Via Niccolò Copernico, 12, 20094 Corsico MI, Italy",Via Niccolò Copernico,12,20094,Corsico,MI,Italy,Corsico,0,4.6,148,1,0,bakery,"['bakery', 'bar', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,,1,1,m.facebook.com/langolodelpanedelcaffe/?locale2=it_IT&__nodl&refsrc=http%3A%2F%2Fwww.google.it%2F&ref=external%3Awww.google.it&_rdr,+390239933908,[]
ChIJH2achTLBhkcRr4i_5lBrnp0,Porco Gnocco,45.485949999999995,9.1883157,"Via Pietro Borsieri, 5, 20159 Milano MI, Italy",Via Pietro Borsieri,5,20159,Milano,MI,Italy,Milano,0,4.2,73,1,0,fast_food_restaurant,"['fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,,0,1,,+390266823386,[]
ChIJH2wexYTGhkcRkeW-kMixx5k,La piada di una volta,45.4620715,9.218834400000002,"Corso Ventidue Marzo, 36, 20135 Milano MI, Italy",Corso Ventidue Marzo,36,20135,Milano,MI,Italy,Milano,0,4.3,123,1,0,restaurant,"['restaurant', 'fast_food_restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,,1,1,lapiadadiunavolta.it,+393896282169,[]
ChIJH3-5GADPhkcRFXc-1Nx8L1o,Manu panini,45.3850425,9.2593085,"Via Basento, 6, 20098 San Giuliano Milanese MI, Italy",Via Basento,6,20098,,MI,Italy,San Giuliano Milanese,0,,,0,0,bar,"['bar', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,0,,0,0,,,[]
ChIJH3-f3QrHhkcRIrkUy-U4SRg,Lucy Food,45.4992611,9.2407141,"Via Pusiano, 6, 20132 Milano MI, Italy",Via Pusiano,6,20132,Milano,MI,Italy,Milano,0,3.9,80,1,0,meal_takeaway,"['hawaiian_restaurant', 'kebab_shop', 'meal_takeaway', 'american_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,,0,1,,+390249653650,[]
ChIJH3O_DjXEhkcRdsFTCqFLPvg,Il Besy Cafe,45.4379809,9.2193296,"P.za Ferrara, 4, 20139 Milano MI, Italy",Piazzale Ferrara,4,20139,Milano,MI,Italy,Milano,0,4.6,18,1,0,cafe,"['cafe', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,7,,0,1,,+390233294189,[]
ChIJH3UXXh7EhkcRwuf1HjAeb5c,Gennaro Esposito Milano - Pizzeria e cucina tipica napoletana,45.4550438,9.1996859,"Via della Commenda, 43, 20122 Milano MI, Italy",Via della Commenda,43,20122,Milano,MI,Italy,Milano,0,4.2,1226,1,0,pizza_restaurant,"['pizza_restaurant', 'italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,gennaroespositomilano.it,+390249463277,[]
ChIJH3aEjQrHhkcRtS1Ctv2hF14,Fradiavolo Pizzeria - Milano Bicocca Village,45.522453899999995,9.2162189,"P.za Franco Brambilla, 20126 Milano MI, Italy",Piazza Franco Brambilla,,20126,Milano,MI,Italy,Milano,0,4.3,612,1,0,pizza_restaurant,"['pizza_restaurant', 'italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,fradiavolopizzeria.com/milano/bicocca,+390240130271,[]
ChIJH3l4zajGhkcRexfsn7ZKkWk,Jade Garden,45.4623032,9.1927948,"Via Palazzo Reale, 5, 20122 Milano MI, Italy",Via Palazzo Reale,5,20122,Milano,MI,Italy,Milano,0,4.3,846,1,0,chinese_restaurant,"['chinese_restaurant', 'dim_sum_restaurant', 'cantonese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,giardinodigiada.it,+39028053891,[]
ChIJH4TwTADHhkcRjrlGEE1AdAY,King,45.485176599999996,9.216681099999999,"Viale Abruzzi, 93, 20131 Milano MI, Italy",Viale Abruzzi,93,20131,Milano,MI,Italy,Milano,0,,,0,0,pub,"['pub', 'bar', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,0,,0,0,,,[]
ChIJH4XLD8DFhkcRHDFqA0p5jE8,Sapurì French tacos,45.4541993,9.220248999999999,"Via Laura Ciceri Visconti, 14, 20137 Milano MI, Italy",Via Laura Ciceri Visconti,14,20137,Milano,MI,Italy,Milano,0,4.8,547,1,0,restaurant,"['taco_restaurant', 'fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_INEXPENSIVE,1,1,instagram.com/sapuri_frenchtacos_milano,+39022621571,[]
ChIJH4egBwbBhkcRZQoA7doBqD8,La Cafferia,45.4900354,9.1510059,"Viale Renato Serra, 69, 20149 Milano MI, Italy",Viale Renato Serra,69,20149,Milano,MI,Italy,Milano,0,4.2,281,1,0,bistro,"['bistro', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,torrefazioneelmiguel.it,+390226301265,[]
ChIJH4sJatLBhkcRMw_wO-25pMA,bar tabacchi gulli,45.465458399999996,9.130879799999999,"Via Tommaso Gulli, 54, 20147 Milano MI, Italy",Via Tommaso Gulli,54,20147,Milano,MI,Italy,Milano,0,4.3,70,1,0,bar,"['bar', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,5,PRICE_LEVEL_INEXPENSIVE,0,1,,+390248750443,[]
ChIJH5DmGkzHhkcRO0SNZxCFshg,Artemis caffè Milano,45.476701399999996,9.206497900000002,"Viale Tunisia, 3, 20124 Milano MI, Italy",Viale Tunisia,3,20124,Milano,MI,Italy,Milano,0,4.8,37,1,0,coffee_shop,"['coffee_shop', 'cafe', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,0,CLOSED_TEMPORARILY,10,,0,1,,+390249654977,['not_operational']
ChIJH5NcgvXDhkcRao2Ld1qXB9k,Ristorante Fuku jima,45.4424662,9.176055999999999,"Via Ascanio Sforza, 73, 20141 Milano MI, Italy",Via Ascanio Sforza,73,20141,Milano,MI,Italy,Milano,0,4.2,1130,1,0,restaurant,"['restaurant', 'sushi_restaurant', 'asian_fusion_restaurant', 'fusion_restaurant', 'asian_restaurant', 'seafood_restaurant', 'japanese_restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,fukujima.org,+390289511843,[]
ChIJH5dIHgDBhkcRsg_N0GSUgfQ,Martinucci Laboratory,45.4592704,9.1788964,"Via Cesare Correnti, 23, 20123 Milano MI, Italy",Via Cesare Correnti,23,20123,Milano,MI,Italy,Milano,0,4.5,101,1,0,cake_shop,"['cake_shop', 'bakery', 'wholesaler', 'manufacturer', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,martinucciathome.it,+390285683043,[]
ChIJH5tk2hbBhkcRc8-F8mGQ0dU,Naya Club Milano,45.5001397,9.139133,"Via Bernardino Galliari, 1, 20156 Milano MI, Italy",Via Bernardino Galliari,1,20156,Milano,MI,Italy,Milano,0,3.6,92,1,0,hookah_bar,"['hookah_bar', 'moroccan_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,,1,1,instagram.com/naya.club?igshid=M2RkZGJiMzhjOQ%3D%3D&utm_source=qr,+393297770742,[]
ChIJH5v_1aDDhkcRY3Lg-CfL4iY,Ristorante La Pum Da Per - Gourmet,45.446210099999995,9.149289000000001,"Via Lodovico Il Moro, 31, 20143 Milano MI, Italy",Via Lodovico Il Moro,31,20143,Milano,MI,Italy,Milano,0,3.3,3,1,1,italian_restaurant,"['italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,0,CLOSED_TEMPORARILY,10,,1,0,lapumdaper.wixsite.com/la-pum-da-per,,"['not_operational', 'low_review']"
